id,Order,MS SubClass,MS Zoning,Lot Area,Lot Shape,Land Contour,Lot Config,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Foundation,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
520,1235,48,RM,10067,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,4,5,1903,1950,Gable,Wd Sdng,Wd Sdng,TA,BrkTil,0,910,946,Gd,Y,FuseA,1203,810,1768,0,2,0,2,0,TA,6,0,1,504,N,124,53,4,2008,WD ,Normal,169053
521,898,17,RL,7979,IR1,Lvl,Inside,Somerst,1Fam,1Story,6,7,2010,2008,Gable,VinylSd,VinylSd,Gd,PConc,1069,707,1170,Ex,Y,SBrkr,1421,0,1373,0,2,0,2,0,Gd,5,0,1,708,Y,0,53,4,2009,WD ,Normal,217877
522,1930,21,RL,7692,IR1,Lvl,Inside,Gilbert,1Fam,1Story,5,5,2009,2008,Gable,VinylSd,VinylSd,TA,PConc,1007,266,1585,Ex,Y,SBrkr,1500,0,1422,0,2,0,2,0,TA,6,0,1,562,Y,30,54,10,2007,WD ,Normal,178236
523,2601,17,RL,10049,Reg,Lvl,Inside,CollgCr,1Fam,1Story,6,5,2008,2006,Gable,HdBoard,HdBoard,Gd,PConc,1036,581,1126,Ex,Y,SBrkr,1959,0,1845,0,2,0,3,0,Gd,6,0,1,708,Y,0,56,4,2006,WD ,Normal,210895
524,1354,54,RL,7558,Reg,Lvl,Inside,CollgCr,1Fam,2Story,6,5,2011,2006,Gable,VinylSd,VinylSd,Gd,PConc,0,996,1086,Ex,Y,SBrkr,990,1034,1897,0,2,0,2,0,Gd,5,0,1,706,Y,0,11,7,2008,WD ,Normal,208253
525,2405,168,RL,7390,IR1,Lvl,Inside,NWAmes,1Fam,1Story,6,7,1969,1986,Hip,HdBoard,HdBoard,TA,CBlock,1046,148,925,TA,Y,SBrkr,1174,896,1919,0,1,0,2,0,TA,3,0,1,564,Y,0,98,1,2006,WD ,Normal,201015
526,1988,45,RM,6207,IR1,Lvl,Inside,NridgHt,1Fam,1.5Fin,5,5,2006,2009,Gable,VinylSd,VinylSd,Gd,PConc,1002,512,1648,Ex,Y,SBrkr,2006,750,1588,0,2,0,1,0,Gd,6,0,2,1070,Y,33,22,5,2009,WD ,Normal,385378
527,2641,156,RL,7019,Reg,Lvl,Corner,MeadowV,Twnhs,SLvl,6,5,1984,1998,Gable,HdBoard,HdBoard,TA,CBlock,496,295,637,Ex,Y,SBrkr,891,890,1773,0,2,0,2,0,TA,6,0,0,376,Y,0,0,3,2007,WD ,Normal,133710
528,400,58,RL,7757,IR1,Lvl,Inside,Gilbert,1Fam,2Story,5,5,2005,2004,Gable,VinylSd,VinylSd,Gd,PConc,600,480,1046,Ex,Y,SBrkr,903,897,1880,0,2,0,2,0,Gd,6,0,2,566,Y,0,10,8,2009,WD ,Normal,175864
529,2667,19,RL,8470,IR1,Lvl,Inside,NAmes,1Fam,1Story,4,5,1981,1985,Gable,MetalSd,MetalSd,Gd,CBlock,633,994,1852,TA,Y,SBrkr,1906,0,2327,0,1,0,2,0,TA,6,0,0,1072,Y,116,13,2,2006,WD ,Normal,405034
530,1589,51,RM,6693,Reg,Lvl,Inside,CollgCr,1Fam,1.5Fin,6,5,1937,1950,Gable,Wd Sdng,Wd Sdng,TA,CBlock,0,957,804,TA,Y,SBrkr,1152,868,1866,0,1,0,2,0,TA,6,0,1,691,Y,0,0,6,2008,WD ,Normal,155988
531,313,18,RL,925,Reg,Lvl,Inside,NAmes,1Fam,1Story,3,6,1961,1974,Gable,MetalSd,MetalSd,TA,CBlock,0,135,951,TA,Y,SBrkr,1126,0,1074,0,1,0,1,0,TA,3,0,0,378,Y,0,0,3,2010,WD ,Normal,78592
532,1403,18,RL,905,Reg,Lvl,Inside,Sawyer,1Fam,1Story,3,6,1979,1986,Gable,MetalSd,MetalSd,TA,CBlock,0,572,905,TA,Y,SBrkr,1118,0,944,0,1,0,1,0,TA,5,0,0,0,Y,0,0,5,2007,WD ,Normal,110022
533,124,17,RL,6108,Reg,Lvl,Inside,Somerst,1Fam,1Story,6,7,1985,1986,Gable,Plywood,Plywood,TA,CBlock,1664,15,1165,Ex,Y,SBrkr,1525,0,1382,0,1,0,2,0,TA,5,0,0,708,Y,235,0,6,2010,WD ,Normal,278016
534,0,18,RL,6220,Reg,Lvl,Inside,NAmes,Twnhs,1Story,4,6,1978,2005,Gable,VinylSd,VinylSd,TA,CBlock,1044,124,1351,Ex,Y,SBrkr,1098,0,1060,0,1,0,2,0,TA,4,0,0,378,Y,0,16,11,2010,WD ,Normal,100013
535,19,18,RL,6073,IR1,Lvl,Inside,SawyerW,Twnhs,1Story,5,5,1977,1986,Gable,Plywood,Plywood,TA,PConc,1117,64,886,TA,Y,SBrkr,1105,0,1065,0,2,0,1,0,TA,4,0,1,552,Y,30,36,2,2010,WD ,Normal,106971
536,1863,54,RL,6651,IR1,Lvl,Inside,Gilbert,Twnhs,2Story,5,5,1972,1950,Gable,MetalSd,Wd Sdng,TA,CBlock,431,304,631,TA,Y,SBrkr,727,856,1121,0,1,0,2,0,TA,5,0,1,558,Y,48,0,5,2007,WD ,Normal,118118
537,2598,18,RL,1120,Reg,Lvl,Inside,CollgCr,1Fam,1Story,3,6,2004,2002,Gable,VinylSd,VinylSd,TA,PConc,0,206,1034,Ex,Y,SBrkr,1089,0,1045,0,1,0,1,0,TA,3,0,1,707,Y,0,0,7,2006,WD ,Normal,98056
538,2646,48,RL,6560,IR1,Lvl,Corner,MeadowV,1Fam,1.5Fin,4,7,1979,1975,Gable,HdBoard,HdBoard,TA,CBlock,249,616,860,TA,Y,SBrkr,560,694,1273,0,1,0,2,0,TA,4,0,0,374,Y,0,0,6,2006,WD ,Normal,139376
539,2146,17,RL,6081,Reg,Lvl,Inside,NridgHt,1Fam,1Story,3,5,2007,2009,Hip,VinylSd,VinylSd,Gd,PConc,1596,628,1680,Ex,Y,SBrkr,1500,0,1666,0,2,0,2,0,Ex,5,0,2,1106,Y,132,0,11,2007,New,Partial,427041
540,310,18,RL,6927,Reg,Lvl,Inside,NridgHt,1Fam,1Story,9,5,2011,2009,Hip,VinylSd,VinylSd,Ex,PConc,0,1798,1850,Ex,Y,SBrkr,1962,0,2333,0,2,0,2,0,Ex,6,0,2,1103,Y,0,16,7,2009,WD ,Normal,416888
541,1765,55,RL,7607,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,6,1962,1969,Gable,MetalSd,MetalSd,TA,CBlock,0,153,281,Gd,Y,SBrkr,1198,0,1097,0,1,0,3,0,TA,5,0,1,565,Y,31,0,7,2007,WD ,Normal,114187
542,505,159,FV,847,IR1,Lvl,Inside,Somerst,Twnhs,SLvl,5,5,1976,1976,Hip,Plywood,CmentBd,TA,CBlock,530,314,562,TA,Y,SBrkr,887,710,1203,0,1,0,1,0,TA,3,0,1,558,Y,64,0,6,2009,WD ,Normal,111932
543,2649,77,RM,7923,Reg,Lvl,Inside,CollgCr,1Fam,SLvl,4,5,1926,2007,Gable,MetalSd,HdBoard,TA,CBlock,537,853,838,TA,Y,SBrkr,688,598,1556,0,1,0,2,0,TA,5,0,1,565,Y,0,0,6,2006,WD ,Normal,111415
544,2298,17,RL,7080,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2009,2009,Gable,VinylSd,VinylSd,Gd,PConc,1614,483,1725,Ex,Y,SBrkr,1976,0,1806,0,2,0,2,0,Gd,6,0,2,1107,Y,48,12,7,2007,WD ,Normal,418642
545,1996,66,RM,7833,Reg,Lvl,Inside,IDOTRR,1Fam,2Story,2,7,1923,1950,Gable,MetalSd,MetalSd,TA,CBlock,0,798,839,TA,Y,SBrkr,1152,1087,1164,0,1,0,3,0,TA,4,0,0,0,N,0,0,5,2007,WD ,Normal,123109
546,718,119,RL,6805,Reg,Lvl,FR2,CollgCr,1Fam,SLvl,6,9,1986,2003,Gable,VinylSd,VinylSd,Gd,CBlock,318,1012,1284,Ex,Y,SBrkr,1507,0,1428,0,1,0,3,0,Gd,5,0,1,565,Y,79,53,6,2009,WD ,Normal,201131
547,1346,48,RL,2811,Reg,Lvl,Inside,NridgHt,1Fam,1.5Fin,6,5,1939,1950,Hip,MetalSd,MetalSd,TA,CBlock,0,877,667,TA,N,FuseA,746,706,1677,0,2,0,1,0,TA,6,0,1,378,Y,0,0,5,2008,WD ,Normal,127892
548,2754,20,RL,6521,IR1,Lvl,Inside,Somerst,1Fam,1Story,6,7,1977,1984,Gable,Plywood,Plywood,Gd,CBlock,695,549,905,Ex,Y,SBrkr,1198,0,1740,0,2,0,2,0,Gd,6,0,1,566,Y,35,0,5,2006,WD ,Normal,288674
549,2523,19,RL,8095,IR1,Lvl,Inside,SawyerW,1Fam,1Story,5,7,2002,2004,Gable,VinylSd,Plywood,Gd,PConc,1087,86,685,Ex,Y,SBrkr,1142,0,1084,0,2,0,2,0,Gd,3,0,0,361,Y,32,0,7,2006,WD ,Normal,231378
550,940,76,RL,8164,Reg,Lvl,Corner,SawyerW,1Fam,SLvl,5,7,1983,2004,Gable,Wd Sdng,Plywood,TA,CBlock,1743,116,1355,Ex,Y,SBrkr,1970,0,1852,0,2,0,2,0,TA,5,0,1,566,Y,0,0,6,2010,WD ,Normal,169509
551,1318,55,RL,7946,IR1,Lvl,Inside,Gilbert,1Fam,2Story,5,5,2000,2004,Gable,VinylSd,VinylSd,Gd,PConc,0,918,990,Gd,Y,SBrkr,911,879,1840,0,2,0,2,0,Gd,6,0,1,563,Y,34,10,6,2007,WD ,Normal,196924
552,1442,44,RL,11397,IR1,Lvl,Inside,Gilbert,1Fam,1.5Fin,6,5,1917,2001,Gable,MetalSd,MetalSd,TA,CBlock,0,917,1005,TA,Y,SBrkr,967,892,1642,0,1,0,2,0,Gd,6,0,0,377,Y,113,0,7,2008,WD ,Normal,136939
553,1970,19,RL,7687,Reg,Lvl,Inside,OldTown,1Fam,1Story,4,6,1936,2009,Gable,VinylSd,VinylSd,Gd,BrkTil,0,1270,1913,Ex,Y,SBrkr,1950,0,1467,0,2,0,2,0,Gd,5,0,1,708,Y,0,15,10,2007,WD ,Normal,195718
554,1068,17,RL,6631,Reg,Lvl,Corner,NAmes,1Fam,1Story,7,5,2010,2006,Gable,VinylSd,VinylSd,Gd,PConc,190,0,1843,Ex,Y,SBrkr,1518,0,1380,0,2,0,2,0,TA,5,0,2,378,Y,0,13,12,2009,WD ,Normal,142490
555,1423,18,RL,10975,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,5,1970,2002,Gable,HdBoard,HdBoard,TA,CBlock,1000,197,1022,Gd,Y,SBrkr,1187,0,1172,0,1,0,3,0,TA,4,0,1,707,Y,85,0,7,2008,WD ,Normal,189977
556,2666,20,RL,8371,Reg,Lvl,Inside,CollgCr,1Fam,1Story,2,7,1977,1967,Gable,VinylSd,VinylSd,TA,CBlock,0,594,780,Ex,Y,SBrkr,1093,0,1062,0,2,0,1,0,TA,4,0,1,566,Y,0,0,11,2009,WD ,Normal,94467
557,803,80,RL,6947,Reg,Lvl,Inside,CollgCr,1Fam,1Story,5,5,2006,2003,Gable,VinylSd,VinylSd,Gd,PConc,1057,623,1103,Ex,Y,SBrkr,1523,0,1507,0,2,0,2,0,Gd,5,0,1,707,Y,34,14,10,2009,WD ,Normal,186375
558,216,17,RL,8956,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,5,2011,2008,Gable,VinylSd,VinylSd,Gd,PConc,994,857,1313,Ex,Y,SBrkr,1447,0,1435,0,2,0,2,0,Gd,5,0,1,708,Y,37,51,2,2010,New,Partial,218578
559,168,49,RM,6876,IR1,Lvl,Inside,OldTown,1Fam,1.5Fin,6,5,1941,1950,Gable,VinylSd,Plywood,TA,CBlock,0,1000,651,TA,Y,SBrkr,1101,649,1586,0,2,0,2,0,TA,5,0,1,707,Y,35,10,9,2010,WD ,Normal,126534
560,2572,49,RM,2186,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,5,6,1930,2005,Gable,Wd Sdng,Wd Sdng,TA,CBlock,615,567,994,Ex,Y,SBrkr,1210,863,1856,0,1,0,2,0,TA,6,0,0,377,Y,0,0,2,2006,WD ,Normal,140873
561,719,54,RL,1411,Reg,Lvl,Inside,CollgCr,1Fam,1.5Fin,5,5,1938,1950,Gable,VinylSd,VinylSd,TA,BrkTil,0,961,915,Ex,Y,SBrkr,1162,1040,1844,0,1,0,2,0,Gd,6,0,1,707,Y,0,17,5,2008,WD ,Normal,208624
562,2740,55,RL,16625,IR1,Lvl,Inside,NridgHt,1Fam,2Story,9,5,2009,2009,Hip,VinylSd,VinylSd,Ex,PConc,1618,508,1923,Ex,Y,SBrkr,1978,1659,3159,0,2,0,3,0,Ex,8,0,2,1097,Y,134,18,7,2009,WD ,Normal,417912
563,583,18,RL,6343,Reg,Lvl,Inside,NAmes,1Fam,1Story,7,6,1961,2004,Gable,VinylSd,Wd Sdng,TA,CBlock,625,481,1236,TA,Y,SBrkr,1377,0,1424,0,1,0,2,0,TA,5,0,1,377,Y,0,0,5,2009,WD ,Normal,146663
564,2077,55,RL,13259,IR1,Lvl,Inside,NAmes,1Fam,2Story,4,5,2001,2001,Gable,Wd Sdng,VinylSd,TA,CBlock,1101,271,1342,Ex,Y,SBrkr,1196,1634,3770,0,2,0,4,0,Gd,9,0,2,708,Y,69,0,6,2007,WD ,Normal,261243
565,103,18,RL,6177,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,6,1977,1972,Gable,MetalSd,MetalSd,TA,Slab,0,0,111,Gd,Y,SBrkr,1131,0,1064,0,1,0,2,0,TA,4,0,0,378,Y,0,0,5,2009,WD ,Normal,88550
566,1584,158,RM,1790,IR1,Lvl,Inside,NridgHt,Twnhs,SLvl,5,5,1980,2001,Gable,Plywood,Plywood,Gd,PConc,606,552,664,TA,Y,SBrkr,989,868,1477,0,2,0,2,0,Gd,5,0,1,566,Y,0,10,12,2008,WD ,Normal,103394
567,1792,25,RM,1004,Reg,Lvl,Inside,OldTown,1Fam,1Story,6,7,1939,1950,Gable,MetalSd,MetalSd,TA,BrkTil,546,1001,868,TA,Y,SBrkr,1177,0,1060,0,1,0,1,0,TA,5,0,1,563,Y,0,9,5,2007,WD ,Normal,126235
568,1218,18,RL,6369,IR1,Lvl,Inside,NAmes,1Fam,1Story,3,5,1953,1973,Hip,MetalSd,Plywood,TA,CBlock,1127,0,1246,TA,Y,SBrkr,1116,0,1112,0,1,0,1,0,TA,4,0,1,378,Y,0,80,5,2007,WD ,Normal,104984
569,1992,48,RL,2817,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,4,6,1929,1950,Gable,MetalSd,MetalSd,TA,CBlock,0,989,980,Ex,Y,SBrkr,1165,744,1687,0,1,0,1,0,TA,4,0,0,378,Y,0,0,9,2007,WD ,Normal,114066
570,2528,67,RL,7358,Reg,Lvl,Inside,OldTown,1Fam,2Story,5,5,2009,2004,Gable,VinylSd,VinylSd,Gd,PConc,0,886,789,Ex,Y,SBrkr,1017,1079,1846,0,2,0,2,0,Gd,6,0,1,557,Y,31,14,5,2006,WD ,Normal,182739
571,1989,46,RL,7447,IR1,Lvl,Inside,OldTown,1Fam,1.5Fin,5,5,1925,2003,Gable,VinylSd,Wd Sdng,TA,PConc,0,953,935,Ex,Y,SBrkr,1030,898,1670,0,2,0,2,0,Gd,6,0,1,563,Y,33,10,3,2007,WD ,Normal,141355
572,1457,18,RL,7532,Reg,Lvl,Inside,Somerst,1Fam,2Story,7,5,2001,2003,Gable,VinylSd,Wd Sdng,TA,PConc,647,1004,1282,Gd,Y,SBrkr,1522,0,1480,0,2,0,2,0,TA,5,0,1,706,Y,0,13,4,2008,WD ,Normal,208685
573,1055,17,FV,6516,Reg,Lvl,Inside,Somerst,1Fam,1Story,7,7,2001,2002,Gable,VinylSd,VinylSd,Gd,PConc,0,1333,1237,Ex,Y,SBrkr,1510,0,1448,0,2,0,2,0,Gd,5,0,1,0,Y,0,104,5,2009,WD ,Normal,198030
574,2629,18,FV,1774,IR1,Lvl,Inside,CollgCr,1Fam,1Story,6,5,2005,1998,Gable,VinylSd,VinylSd,Gd,PConc,1105,610,864,Ex,Y,SBrkr,1969,0,1789,0,2,0,0,0,Gd,3,0,1,707,Y,0,52,5,2006,WD ,Normal,194479
575,2383,87,RM,7089,Reg,Lvl,Inside,OldTown,1Fam,SFoyer,5,5,1958,2004,Gable,Wd Sdng,Wd Sdng,TA,CBlock,0,613,1007,TA,Y,SBrkr,1997,1653,1914,0,2,0,4,0,TA,6,0,1,562,Y,0,11,6,2006,WD ,Normal,120952
576,811,18,RL,6472,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,7,1979,1973,Gable,MetalSd,MetalSd,TA,CBlock,1116,452,1220,TA,Y,SBrkr,1178,0,1075,0,1,0,1,0,Gd,3,0,1,375,Y,0,0,9,2007,WD ,Normal,141903
577,2085,55,RL,12486,Reg,Lvl,Inside,Somerst,1Fam,2Story,7,5,2007,2005,Gable,VinylSd,VinylSd,Gd,PConc,0,1241,1320,Ex,Y,SBrkr,1544,1609,2649,0,2,0,3,0,Gd,6,0,1,706,Y,0,10,2,2007,New,Partial,290183
578,2610,119,RL,1877,Reg,Lvl,Inside,CollgCr,TwnhsE,1Story,7,5,2009,2007,Gable,VinylSd,VinylSd,Gd,PConc,951,1364,1201,Ex,Y,SBrkr,1423,0,1436,0,2,0,2,0,Gd,5,0,1,566,Y,34,10,10,2006,New,Partial,215687
579,2447,18,RL,6537,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,5,1963,1968,Hip,Wd Sdng,Plywood,Gd,CBlock,0,1250,1094,TA,Y,SBrkr,1483,0,1444,0,1,0,1,0,TA,6,0,0,378,Y,34,0,0,2006,WD ,Normal,148668
580,1659,17,RL,8728,Reg,Lvl,Inside,NridgHt,1Fam,1Story,7,5,2010,2007,Gable,VinylSd,VinylSd,Gd,CBlock,1480,253,1621,Ex,Y,SBrkr,1993,0,1837,0,2,0,2,0,Gd,6,1,1,707,Y,334,26,11,2006,WD ,Normal,294865
581,1886,60,RL,7169,IR1,Lvl,Inside,Edwards,1Fam,2Story,5,6,2006,2005,Gable,Plywood,Plywood,TA,PConc,0,495,650,Ex,Y,SBrkr,1189,1132,1865,0,2,0,2,0,TA,5,0,0,703,Y,124,16,1,2007,WD ,Normal,154230
582,1389,53,RL,8212,IR1,Lvl,Inside,Edwards,1Fam,2Story,5,5,1983,2005,Gable,HdBoard,HdBoard,TA,PConc,418,255,997,TA,Y,SBrkr,1436,0,1848,0,2,0,2,0,TA,5,0,0,376,Y,0,0,6,2008,WD ,Normal,167245
583,2045,67,RL,7691,Reg,Lvl,Inside,Gilbert,1Fam,2Story,5,5,1996,2004,Gable,MetalSd,MetalSd,Gd,BrkTil,0,887,853,Gd,Y,SBrkr,1011,893,1643,0,1,0,2,0,TA,6,0,1,377,Y,0,9,9,2007,WD ,Normal,133281
584,1355,17,RL,6699,Reg,Lvl,Inside,NridgHt,1Fam,1Story,7,5,2007,2009,Hip,VinylSd,VinylSd,Gd,PConc,0,1597,1659,Ex,Y,SBrkr,1938,0,1703,0,2,0,2,0,Gd,6,0,2,1102,Y,33,16,7,2007,WD ,Normal,168236
585,790,55,RL,11366,IR1,Lvl,Inside,Gilbert,1Fam,2Story,5,5,1948,2005,Gable,HdBoard,Plywood,Gd,CBlock,0,947,889,Gd,Y,SBrkr,1191,1124,1905,0,2,0,1,0,Gd,6,0,1,564,Y,32,0,11,2008,WD ,Normal,97796
586,2105,16,RL,6941,Reg,Lvl,Corner,Sawyer,1Fam,1Story,4,5,1970,1986,Gable,VinylSd,VinylSd,TA,CBlock,693,481,1017,TA,Y,SBrkr,1081,0,1056,0,1,0,2,0,TA,4,0,1,566,Y,0,0,5,2007,WD ,Normal,137181
587,1250,17,RL,6687,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,5,1958,1968,Gable,MetalSd,MetalSd,TA,CBlock,0,550,1784,TA,Y,SBrkr,1530,0,1803,0,2,0,1,0,Gd,5,0,1,566,Y,0,12,9,2008,WD ,Normal,134299
588,2642,55,RL,6925,IR1,Lvl,Inside,NAmes,1Fam,2Story,5,9,1963,1971,Gable,HdBoard,MetalSd,TA,CBlock,549,492,1014,Ex,Y,SBrkr,1095,828,1811,0,1,0,3,0,TA,6,0,1,707,Y,0,0,4,2006,WD ,Normal,200533
589,2287,17,RL,9919,Reg,Lvl,Corner,CollgCr,1Fam,1Story,6,5,2010,2006,Gable,VinylSd,VinylSd,Gd,PConc,1076,559,1314,Ex,Y,SBrkr,1504,0,1443,0,2,0,2,0,Gd,4,0,1,565,Y,48,0,6,2006,WD ,Normal,200947
590,2073,58,RM,8246,IR1,Lvl,Inside,OldTown,1Fam,2Story,4,9,1923,1950,Gable,Wd Sdng,Wd Sdng,TA,CBlock,0,813,928,TA,Y,SBrkr,936,0,1211,0,1,0,2,0,TA,4,1,0,327,Y,31,0,6,2006,WD ,Normal,125147
591,2085,82,RL,6952,Reg,Lvl,Inside,Somerst,1Fam,SLvl,5,7,1975,2005,Hip,Wd Sdng,Wd Sdng,TA,CBlock,1079,0,1064,Ex,Y,SBrkr,1515,0,2542,1,1,0,3,0,TA,3,0,1,565,Y,181,11,5,2007,WD ,Normal,187943
592,1263,21,RL,6214,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,5,1959,1973,Gable,MetalSd,MetalSd,TA,CBlock,579,0,463,Gd,Y,SBrkr,1157,0,1082,0,1,0,1,0,TA,4,0,1,566,Y,0,0,6,2008,WD ,Normal,99273
593,2133,52,RL,9904,IR1,Lvl,Inside,CollgCr,1Fam,2Story,5,6,1971,2005,Hip,HdBoard,HdBoard,TA,CBlock,1037,164,1044,TA,Y,SBrkr,1134,1108,1795,0,1,0,1,0,TA,4,0,1,561,Y,146,11,6,2007,WD ,Normal,150780
594,2519,161,RM,6229,IR1,Lvl,Inside,NAmes,1Fam,SLvl,7,6,1959,1962,Gable,Plywood,MetalSd,TA,CBlock,1031,254,705,TA,Y,SBrkr,1501,0,1549,0,2,0,1,0,TA,5,0,0,378,Y,0,10,11,2006,WD ,Normal,118258
595,1921,25,RL,1470,Reg,Lvl,Inside,OldTown,1Fam,1Story,3,6,1914,1950,Gable,MetalSd,HdBoard,TA,BrkTil,0,700,831,TA,Y,SBrkr,1132,0,1125,0,1,0,2,0,TA,4,0,0,378,Y,0,0,0,2007,WD ,Normal,82343
596,1376,54,RL,7151,Reg,Lvl,Inside,CollgCr,1Fam,2Story,3,6,1980,1950,Gable,MetalSd,MetalSd,TA,CBlock,0,913,982,Ex,Y,SBrkr,1136,1095,1825,0,1,0,3,0,Gd,6,0,1,705,Y,0,10,12,2008,WD ,Normal,138169
597,1490,17,RL,9240,IR1,Lvl,Inside,NWAmes,1Fam,1Story,6,5,1980,2001,Hip,VinylSd,Plywood,Gd,PConc,368,1780,1782,Ex,Y,SBrkr,1896,0,1803,0,2,0,2,0,Gd,5,0,1,566,Y,117,12,6,2008,WD ,Normal,203183
598,1806,57,RL,7466,IR1,Lvl,Inside,NAmes,1Fam,2Story,4,6,1954,1957,Gable,Wd Sdng,Wd Sdng,TA,CBlock,903,546,1006,TA,Y,SBrkr,1180,873,1853,0,1,0,2,0,TA,4,0,1,566,Y,0,0,8,2007,WD ,Normal,160691
599,2721,52,RM,6410,Reg,Lvl,Corner,OldTown,1Fam,1.5Fin,5,6,1976,1950,Gable,Plywood,HdBoard,TA,CBlock,1092,78,835,Gd,Y,SBrkr,1155,883,1632,0,1,0,2,0,TA,4,0,1,566,Y,33,0,12,2006,WD ,Normal,190063
600,1444,53,RL,7666,IR1,Lvl,Inside,Gilbert,1Fam,2Story,5,5,2008,2008,Gable,VinylSd,VinylSd,Gd,PConc,0,631,865,Gd,Y,SBrkr,1002,896,1634,0,2,0,2,0,TA,6,0,2,373,Y,32,0,6,2008,WD ,Normal,212542
601,2567,19,RL,1168,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,5,1959,1969,Gable,MetalSd,MetalSd,TA,CBlock,697,515,976,TA,Y,SBrkr,1197,0,1134,0,1,0,3,0,TA,3,0,0,367,Y,0,0,6,2006,WD ,Normal,125943
602,1995,53,RL,8962,IR1,Lvl,Corner,CollgCr,1Fam,2Story,7,7,1998,2005,Gable,VinylSd,VinylSd,Gd,PConc,960,275,1029,Ex,Y,SBrkr,1176,1047,2393,0,2,0,2,0,Gd,5,0,1,565,Y,0,0,9,2010,WD ,Normal,277888
603,1420,80,RL,6603,IR1,Lvl,Inside,NAmes,1Fam,SFoyer,5,6,1970,1950,Gable,Plywood,Plywood,TA,CBlock,1066,113,773,TA,Y,SBrkr,1075,0,1066,0,1,0,2,0,TA,5,0,1,707,Y,0,0,5,2007,WD ,Normal,135991
604,2647,187,RM,6463,Reg,Lvl,Inside,BrkSide,2fmCon,SLvl,5,5,1931,1950,Gable,Wd Sdng,CmentBd,TA,BrkTil,485,503,679,TA,Y,SBrkr,936,868,1168,0,1,0,1,0,Gd,4,0,0,377,Y,0,0,4,2006,WD ,Normal,110818
605,2071,162,RL,1258,IR1,Lvl,Inside,Somerst,Twnhs,2Story,7,5,2010,2008,Gable,CemntBd,CmentBd,Gd,PConc,1090,243,742,Ex,Y,SBrkr,1007,846,1131,0,2,0,2,0,Gd,3,0,1,566,Y,32,9,11,2007,WD ,Normal,129410
606,858,54,RL,8993,Reg,Lvl,Inside,NWAmes,1Fam,2Story,5,7,2000,1985,Gable,MetalSd,CmentBd,TA,CBlock,595,281,863,Ex,Y,SBrkr,1008,1126,1776,0,2,0,2,0,TA,6,0,1,707,Y,0,0,7,2008,WD ,Normal,179383
607,713,18,RL,2623,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,5,1967,1969,Gable,MetalSd,VinylSd,TA,CBlock,647,236,944,TA,Y,SBrkr,1162,0,1086,0,2,0,1,0,TA,5,0,0,378,Y,0,0,4,2009,WD ,Normal,147500
608,30,83,RL,986,Reg,Lvl,Inside,Sawyer,1Fam,SFoyer,4,7,1981,2001,Gable,VinylSd,VinylSd,TA,CBlock,1080,69,1386,Ex,Y,SBrkr,1078,0,1035,0,1,0,2,0,TA,4,0,0,372,Y,45,0,5,2010,WD ,Normal,147873
609,2701,55,RL,7991,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,5,1968,1974,Gable,HdBoard,Wd Sdng,Gd,CBlock,0,958,1128,TA,Y,SBrkr,1548,0,1821,0,1,0,3,0,Gd,6,0,0,566,Y,0,52,4,2006,WD ,Normal,205365
610,1609,56,RL,6815,Reg,Lvl,Inside,CollgCr,1Fam,2Story,6,6,2010,2009,Gable,VinylSd,VinylSd,Gd,PConc,0,778,977,Ex,Y,SBrkr,1168,1078,1886,0,2,0,3,0,Gd,6,0,1,708,Y,117,10,4,2007,New,Partial,196656
611,1866,18,RL,6740,IR1,Lvl,Inside,NAmes,1Fam,1Story,4,7,1983,2005,Gable,HdBoard,HdBoard,TA,CBlock,1113,81,1063,Gd,Y,SBrkr,1144,0,1073,0,1,0,2,0,TA,5,0,1,562,Y,55,10,5,2007,WD ,Normal,206043
